"paper_id","arxiv_id","s2_paper_id","title","authors","year","venue","abstract","source","categories","citation_count","url","doi","published_date","crawled_date","keep","notes","relevance_score","matched_keywords","relevance"
"doi:10.23919/DATE58400.2024.10546677","","448924d48a8ccce3e8e4f411138edc1d7f6faa71","Sava: A Spatial- and Value-Aware Accelerator for Point Cloud Transformer","Xueyuan Liu","2024","DATE","Point Cloud Transformer is undergoing a rising trend in both industry and academia. It aligns traditional point cloud feature extraction methods with the latest transformer architecture and achieves remarkable performance. However, accelerators for traditional point cloud neural networks (PCNNs) and those solely for transformers fail to capture the characteristics of point cloud transformers, thus exhibiting poor performance. To address this challenge, we propose Sava, a co-designed accelerator that adopts a spatial- and value-aware hybrid pruning strategy for point cloud transformers. In terms of the spatial domain, we observe that points in regions of various densities exhibit different levels of importance. In the value space, a minor input contributes less to features, indicating lower importance. Considering both perspectives, we hybridize the information inherited from the spatial and value spaces to prune less significant values in attention, which converts data to sparse patterns and makes it readily accelerated. Furthermore, we adopt low-bit quantization to boost computations and apply varying quantization precisions across different network layers based on their sensitivity. In support of our algorithm, we propose an architecture that employs a configurable mixed-precision systolic array for various computing loads under diverse precisions. To address the workload imbalance of the unstructured sparse computations, we introduce a data rearrangement mechanism, which improves resource utilization while hiding latency. We evaluate our Sava on four point cloud transformer models and achieve notable accuracy and performance gains. In comparison with CPU, GPUs, and ASICs, our Sava offers 10.3×, 3.6×, 3.3×, 2.6×, 2.2× speedup, along with 20×, 8.8×, 6.9×, 3.2×, 2.4× energy savings on average.","dblp","Computer Science","1","https://doi.org/10.23919/DATE58400.2024.10546677","10.23919/DATE58400.2024.10546677","2024-03-25","2026-04-08","","","15","CPU, accelerator, systolic array, quantization, mixed-precision, transformer, neural","High"
"doi:10.1109/LCA.2025.3544989","2502.17658","88d7312a59166be884fe9f941e93c9b789cf2881","Thor: A Non-Speculative Value Dependent Timing Side Channel Attack Exploiting Intel AMX","Farshad Dizani","2025","IEEE-CAL","The rise of on-chip accelerators signifies a major shift in computing, driven by the growing demands of artificial intelligence (AI) and specialized applications. These accelerators have gained popularity due to their ability to substantially boost performance, cut energy usage, lower total cost of ownership (TCO), and promote sustainability. Intel's Advanced Matrix Extensions (AMX) is one such on-chip accelerator, specifically designed for handling tasks involving large matrix multiplications commonly used in machine learning (ML) models, image processing, and other computational-heavy operations. In this paper, we introduce a novel value-dependent timing side-channel vulnerability in Intel AMX. By exploiting this weakness, we demonstrate a software-based, value-dependent timing side-channel attack capable of inferring the sparsity of neural network weights without requiring any knowledge of the confidence score, privileged access or physical proximity. Our attack method can fully recover the sparsity of weights assigned to 64 input elements within 50 minutes, which is 631% faster than the maximum leakage rate achieved in the Hertzbleed attack.","dblp","Computer Science","2","https://doi.org/10.1109/LCA.2025.3544989","10.1109/LCA.2025.3544989","2025-01-01","2026-04-08","","","15","AMX, accelerator, AI, matrix, neural","High"
"doi:10.1109/LCA.2025.3555183","","6ab137451d9794d477affcc34f0baf872543fbab","Exploiting Intel AMX Power Gating","Joshua Kalyanapu","2025","IEEE-CAL","We identify a novel vulnerability in Intel AMX’s dynamic power performance scaling, enabling NetLoki, a stealthy and high-performance remote speculative attack that bypasses traditional cache defenses and leaks arbitrary addresses over a realistic network where other attacks fail. NetLoki shows a 34,900% improvement in leakage rate over NetSpectre. We show that NetLoki evades detection by three state-of-the-art microarchitectural attack detectors (EVAX, PerSpectron, RHMD) and requires a 20,000x reduction in the system’s timer resolution (10 us) than the standard 0.5 ns hardware timer to be mitigated via timer coarsening. Finally, we analyze the root cause of the leakage and propose an effective defense. We show that the mitigation increases CPU power consumption by 12.33%.","dblp","Computer Science","1","https://doi.org/10.1109/LCA.2025.3555183","10.1109/LCA.2025.3555183","2025-01-01","2026-04-08","","","15","AMX, CPU","High"
"doi:10.1109/LCA.2025.3560786","2504.08398","8546f3ca49ff38398493c2e7464fd2c97d703d37","MixDiT: Accelerating Image Diffusion Transformer Inference With Mixed-Precision MX Quantization","Daeun Kim","2025","IEEE-CAL","Diffusion Transformer (DiT) has driven significant progress in image generation tasks. However, DiT inferencing is notoriously compute-intensive and incurs long latency even on datacenter-scale GPUs, primarily due to its iterative nature and heavy reliance on GEMM operations inherent to its encoder-based structure. To address the challenge, prior work has explored quantization, but achieving low-precision quantization for DiT inferencing with both high accuracy and substantial speedup remains an open problem. To this end, this paper proposes MixDiT, an algorithm-hardware co-designed acceleration solution that exploits mixed Microscaling (MX) formats to quantize DiT activation values. MixDiTquantizes the DiT activation tensors by selectively applying higher precision to magnitude-based outliers, which produce mixed-precision GEMM operations. To achieve tangible speedup from the mixed-precision arithmetic, we design a MixDiTaccelerator that enables precision-flexible multiplications and efficient MX precision conversions. Our experimental results show that MixDiTdelivers a speedup of 2.10–5.32× over RTX 3090, with no loss in FID.","dblp","Computer Science","4","https://doi.org/10.1109/LCA.2025.3560786","10.1109/LCA.2025.3560786","2025-01-01","2026-04-08","","","15","GEMM, quantization, low-precision, mixed-precision, MX, transformer, inference","High"
"doi:10.1109/TC.2024.3388896","2311.07493","1e437a3d0a04a92afb00c18a4deddd6a83f12f66","Ara2: Exploring Single- and Multi-Core Vector Processing With an Efficient RVV 1.0 Compliant Open-Source Processor","Matteo Perotti","2024","IEEE-TC","Vector processing is highly effective in boosting processor performance and efficiency for data-parallel workloads. In this paper, we present Ara2, the first fully open-source vector processor to support the RISC-V V 1.0 frozen ISA. We evaluate Ara2's performance on a diverse set of data-parallel kernels for various problem sizes and vector-unit configurations, achieving an average functional-unit utilization of 95% on the most computationally intensive kernels. We pinpoint performance boosters and bottlenecks, including the scalar core, memories, and vector architecture, providing insights into the main vector architecture's performance drivers. Leveraging the openness of the design, we implement Ara2 in a 22nm technology, characterize its PPA metrics on various configurations (2-16 lanes), and analyze its microarchitecture and implementation bottlenecks. Ara2 achieves a state-of-the-art energy efficiency of 37.8 DP-GFLOPS/W (0.8V) and 1.35GHz of clock frequency (critical path: <inline-formula><tex-math notation=""LaTeX"">$\sim$</tex-math><alternatives><mml:math><mml:mo>∼</mml:mo></mml:math><inline-graphic xlink:href=""perotti-ieq1-3388896.gif""/></alternatives></inline-formula>40 FO4 gates). Finally, we explore the performance and energy-efficiency trade-offs of multi-core vector processors: we find that multiple vector cores help overcome the scalar core issue-rate bound that limits short-vector performance. For example, a cluster of eight 2-lane Ara2 (16 FPUs) achieves more than 3x better performance than a 16-lane single-core Ara2 (16 FPUs) when executing a 32x32x32 matrix multiplication, with 1.5x improved energy efficiency.","dblp","Computer Science","24","https://doi.org/10.1109/TC.2024.3388896","10.1109/TC.2024.3388896","2023-11-13","2026-04-08","","","15","RISC-V, RVV, matrix, vector","High"
"doi:10.1109/TCAD.2023.3303851","","0f6511c0694e5428b6fd5e6e48adf495511bc84d","DiagNNose: Toward Error Localization in Deep Learning Hardware-Based on VTA-TVM Stack","Shamik Kundu","2024","IEEE-TCAD","Low-level hardware faults manifested in a Deep learning (DL) accelerator usher in graceless degradation of high-level classification accuracy, which can eventuate to catastrophic circumstances. This violates the crucial Functional Safety (FuSa) of the DL accelerator, maintaining which is imperative in high-assurance applications. Conventional techniques for error localization incur high-test efforts, without regards to the unique challenges posed by DL systems. In this direction, we propose DiagNNose, a two-tier machine learning-based error localization framework for on-line fault management in DL accelerators. We develop a novel diagnostic pattern selection algorithm to obtain a minimal subset of functional test patterns, that are executed in the accelerator in mission mode. By extracting and analyzing dataflow-based features from the intermediate computations of the general matrix multiply (GEMM) core, a lightweight multilayer perceptron accomplishes bit-level error localization in 8-bit, 16-bit, and 32-bit datapath units with high fidelity. We have limited ourselves to a single accelerator design, i.e., the versatile tensor accelerator (VTA) architecture to evaluate our proposed DiagNNose framework. On executing state-of-the-art deep neural networks trained on ImageNet; error localization using only 30 diagnostic functional test patterns demonstrate up to 98.4% diagnosability, thereby demonstrating an improvement of 54.63% over a random test pattern set, with as low as 4.95% overhead in the DL accelerator in mission mode.","dblp","Computer Science","4","https://doi.org/10.1109/TCAD.2023.3303851","10.1109/TCAD.2023.3303851","2024-01-01","2026-04-08","","","15","tensor, GEMM, accelerator, dataflow, matrix, neural, deep learning","High"
"doi:10.1109/TPDS.2023.3287883","2302.01769","229db0006e6f2ea8f45cf266dbdeeb720d38c2b3","GraphAGILE: An FPGA-Based Overlay Accelerator for Low-Latency GNN Inference","Bingyi Zhang","2023","IEEE-TPDS","This article presents GraphAGILE, a domain-specific FPGA-based overlay accelerator for graph neural network (GNN) inference. GraphAGILE consists of (1) <italic>a novel unified architecture design</italic> with an <italic>instruction set</italic>, and (2) <italic>a compiler</italic> built upon the instruction set that can quickly generate optimized code. Due to the proposed instruction set architecture (ISA) and the compiler, GraphAGILE does not require any FPGA reconfiguration when performing inference on various GNN models and input graphs. For the architecture design, we propose a novel hardware module named Adaptive Computation Kernel (ACK), that can execute various computation kernels of GNNs, including general matrix multiplication (GEMM), sparse-dense matrix multiplication (SpDMM), and sampled dense-dense matrix multiplication (SDDMM). The compiler takes the specifications of a GNN model and the graph meta data (e.g., the number of vertices and edges) as input, and generates a sequence of instructions for inference execution. We develop the following compiler optimizations to reduce inference latency: 1) computation order optimization that automatically reorders the computation graph to reduce the total computation complexity, 2) layer fusion that merges adjacent layers to reduce data communication volume, 3) data partitioning with a partition-centric execution scheme that partitions the input graph to fit the available on-chip memory of FPGA, 4) kernel mapping that automatically selects execution mode for ACK, and performs task scheduling to overlap computation with data communication and achieves dynamic load balance. We implement GraphAGILE on a state-of-the-art FPGA platform, Xilinx Alveo U250. GraphAGILE can execute widely used GNN models, including GCN, GAT, GIN, GraphSAGE, SGC and other GNN models supported by GraphGym. Experimental results show that GraphAGILE achieves up to <inline-formula><tex-math notation=""LaTeX"">$47.1\times$</tex-math><alternatives><mml:math><mml:mrow><mml:mn>47</mml:mn><mml:mo>.</mml:mo><mml:mn>1</mml:mn><mml:mo>×</mml:mo></mml:mrow></mml:math><inline-graphic xlink:href=""zhang-ieq1-3287883.gif""/></alternatives></inline-formula> (<inline-formula><tex-math notation=""LaTeX"">$3.9\times$</tex-math><alternatives><mml:math><mml:mrow><mml:mn>3</mml:mn><mml:mo>.</mml:mo><mml:mn>9</mml:mn><mml:mo>×</mml:mo></mml:mrow></mml:math><inline-graphic xlink:href=""zhang-ieq2-3287883.gif""/></alternatives></inline-formula>) reduction in end-to-end latency, including the latency of compilation and hardware execution, compared with the state-of-the-art implementations on CPU (GPU), and achieves up to <inline-formula><tex-math notation=""LaTeX"">$2.9\times$</tex-math><alternatives><mml:math><mml:mrow><mml:mn>2</mml:mn><mml:mo>.</mml:mo><mml:mn>9</mml:mn><mml:mo>×</mml:mo></mml:mrow></mml:math><inline-graphic xlink:href=""zhang-ieq3-3287883.gif""/></alternatives></inline-formula> reduction in hardware execution latency compared with the state-of-the-art FPGA accelerators.","dblp","Computer Science","33","https://doi.org/10.1109/TPDS.2023.3287883","10.1109/TPDS.2023.3287883","2023-02-02","2026-04-08","","","15","GEMM, CPU, accelerator, matrix, neural, inference","High"
"doi:10.1109/TVLSI.2023.3286122","","ecd09ec42beb68994a4ab8273fb0c098c568650f","An Energy-Efficient GeMM-Based Convolution Accelerator With On-the-Fly im2col","Jordi Fornt","2023","IEEE-TVLSI","Systolic array architectures have recently emerged as successful accelerators for deep convolutional neural network (CNN) inference. Such architectures can be used to efficiently execute general matrix–matrix multiplications (GeMMs), but computing convolutions with this primitive involves transforming the 3-D input tensor into an equivalent matrix, which can lead to an inflation of the input data, increasing the OFF-chip memory traffic which is critical for energy efficiency. In this work, we propose a GeMM-based systolic array accelerator that uses a novel data feeder architecture to perform ON-chip, on-the-fly convolution lowering (also known as im2col), supporting arbitrary tensor and kernel sizes as well as strided and dilated (or atrous) convolutions. By using our data feeder, we reduce memory transactions and required bandwidth on state-of-the-art CNNs by a factor of two, while only adding an area and power overhead of 4% and 7%, respectively. Application specific integrated circuit (ASIC) implementation of our accelerator in 22-nm technology fits in less than 1.1 mm 2 and reaches an energy efficiency of 1.10 TFLOP/sW with 16-bit floating-point arithmetic.","dblp","Computer Science","19","https://doi.org/10.1109/TVLSI.2023.3286122","10.1109/TVLSI.2023.3286122","2023-11-01","2026-04-08","","","15","tensor, GEMM, accelerator, systolic array, matrix, neural, inference","High"
"doi:10.1109/TVLSI.2024.3414260","","bc5148170deead87bfc4baf265a5f0a5d15d80da","ABS: Accumulation Bit-Width Scaling Method for Designing Low-Precision Tensor Core","Yasong Cao","2024","IEEE-TVLSI","A big gap exists between deep neural network (DNN) applications’ computational demand and the computing power of DNN accelerators. Low-precision floating-point (LP-FP) computation is one of the important means to improve the performance of DNN training and inference. However, the high-precision accumulators are typically applied to summating the dot products during general matrix multiplication (GEMM) in tensor cores (TCs). As the precision of data decreases, the accumulator becomes the main consumer of multiply-accumulate’s (MAC’s) area and power. Reducing the accumulators’ bit-width is of significant importance for improving the area- and energy-efficiency of TCs. There are two main challenges: 1) theoretical support on the floating-point (FP) formats with the lowest bit-width of TC’s accumulators and 2) how to integrate the LP-FP TC in the framework of DNN training and inference to evaluate its benefits. In this article, we propose accumulation bit-width scaling (ABS), a novel ABS method, to guide the design of LP-FP TCs. We 1) implement this method by constructing a novel variance retention ratio (VRR) model to predict the FP format with the minimum bit-width for TC’s accumulator; 2) provide a generator of DNN accelerator based on a systolic-array (SA) TC, supporting many low-precision configurations; and 3) design an LP-FP DNN executing framework that supports software-simulation mode and hardware-accelerator mode to run LP-FP DNN tasks. The experimental results show that the LP-FP TC guided by our ABS method has a maximum reduction of 76.47% and 75.60% in area and power consumption, respectively, compared with the advanced TCs.","dblp","Computer Science","2","https://doi.org/10.1109/TVLSI.2024.3414260","10.1109/TVLSI.2024.3414260","2024-09-01","2026-04-08","","","15","tensor, GEMM, accelerator, low-precision, matrix, neural, inference","High"
"doi:10.1109/tvlsi.2025.3591522","","cbf92b6f0728419b2bb5614462acee2f1f28c46a","SGRACE: Scalable Architecture for On-Device Inference and Training of Graph Attention and Convolutional Networks","José L. Núñez-Yáñez","2025","IEEE-TVLSI","In this article, we propose a hardware accelerator for on-device inference and training of deeply quantized graph convolutional networks (GCNs) and graph attention networks (GAT). The architecture unifies in a single dataflow both GAT and GCN support without breaking the matrix global formulation needed for high performance. In addition, it supports adaptive fixed-point precision (from 1- to 8-bit) and provides scalable performance through configurable hardware threads and compute units available in each thread. Each hardware thread employs a hierarchical dataflow combining fine- and coarse-grained components. The fine-grained dataflow streams words with a bit-width that depends on the selected precision. The coarse-grained dataflow connects aggregation and combination stages, incorporating an optional attention mechanism in GAT mode which is bypassed in GCN mode. In training mode, the hardware emulates multiple precisions (i.e., 1-/2-/4-/8-bit) to perform hardware-aware quantized training (HQT) for weights, features, attention coefficients, and the graph connectivity expressed in the normalized adjacency matrix. In inference mode, the architecture is optimized to support a single precision (i.e., 1- and 2-bit). The accelerator is mapped to a Zynq Ultrascale MPSOC and integrated within the Pytorch framework. Performance evaluation on Planetoid and Molecular graph datasets demonstrates over $100\times $ acceleration for GCN and GAT compared to on-device CPU execution. The comparison with other FPGA, mobile GPU, and CPU hardware shows up to $50\times $ better performance per joule. Results confirm HQT as an effective and efficient quantization strategy for graph neural network acceleration.","dblp","Computer Science","1","https://doi.org/10.1109/tvlsi.2025.3591522","10.1109/tvlsi.2025.3591522","2025-11-01","2026-04-08","","","15","CPU, accelerator, dataflow, quantization, on-device, matrix, neural, inference","High"
"doi:10.1145/3669940.3707239","2407.05858","ea5768d746378940d4c062c523f7f3356625177e","Fast On-device LLM Inference with NPUs","Daliang Xu","2025","ASPLOS","On-device inference for Large Language Models (LLMs), driven by increasing privacy concerns and advancements of mobile-sized models, has gained significant interest. However, even mobile-sized LLMs (e.g., Gemma-2B) encounter unacceptably high inference latency, often bottlenecked by the prefill stage in tasks like screen UI understanding. We present llm.npu, the first LLM inference system utilizing on-device Neural Processing Unit (NPU) offloading to reduce prefill latency. llm.npu enhances NPU offloading efficiency by re-constructing the prompt and model in three levels: (1) At prompt level, it divides variable-length prompts into multiple fixed-sized chunks while maintaining data dependencies; (2) At tensor level, it identifies and extracts significant outliers to run on the CPU/GPU in parallel with minimal overhead; (3) At block level, it schedules Transformer blocks in an out-of-order manner to the CPU/GPU and NPU based on their hardware affinity and sensitivity to accuracy. Compared to competitive baselines, llm.npu achieves 22.4x faster prefill speed and 30.7x energy savings on average, and up to 32.8x speedup in an end-to-end real-world application. For the first time, llm.npu achieves more than 1,000 tokens/sec prefilling for a billion-sized model.","dblp","Computer Science","62","https://doi.org/10.1145/3669940.3707239","10.1145/3669940.3707239","2024-07-08","2026-04-08","","","14","tensor, CPU, LLM inference, transformer, on-device, neural, inference","High"
"doi:10.1109/CGO68049.2026.11395231","","4487c86e1b48dabaecb14b51c682f4447e81bf18","QIGen: A Kernel Generator for Inference on Nonuniformly Quantized Large Language Models","Tommaso Pegolotti","2026","CGO","Efficient inference on large language models (LLMs) has become a popular topic in both academia and industry. Roughly speaking, LLMs consist of a collection of weight matrices, and generative inference on these models essentially computes a sequence of matrix-vector products and thus can be heavily memory-bound. Consequently, much work has been devoted to reducing the size of the weights to lower bit-widths through various forms of quantization. In turn, these diverse precision formats complicate both the arithmetic and optimized kernel implementation. So far, the vast majority of implementation work for mixed-precision LLM computation has been done manually. Currently, one of the most powerful and complex scalar LLM compression techniques is nonuniform quantization, in which a matrix is divided unevenly into parts that are quantized with different bit-widths, minimizing the output compression error. In this paper, we present QIGen, the first kernel generator for LLM inference on CPUs to support nonuniform quantization in full generality. Given a nonuniformly quantized LLM and target CPU characteristics, QIGen first generates the diverse set of needed custom matrix-vector product kernels and combines them with a suitable storage format. We benchmark and analyze QIGen-generated code in various experiments. In particular, we show that our code achieves Pareto optimality in terms of performance and accuracy with respect to the most used open-source tool. We show a speedup of up to 1.3× for the matrix-vector and 3.4× for the matrix-matrix computations even when using uniform quantization.","dblp","Computer Science","0","https://doi.org/10.1109/CGO68049.2026.11395231","10.1109/CGO68049.2026.11395231","2026-01-31","2026-04-08","","","14","CPU, quantization, mixed-precision, LLM inference, matrix, vector, inference","High"
"doi:10.1109/DAC63849.2025.11132989","","023a399671fc6ebfa88a97c3edfd9a38628582ab","Finding the Pareto Frontier of Low-Precision Data Formats and MAC Architecture for LLM Inference","Brian Crafton","2025","DAC","To accelerate AI applications, numerous data formats and physical implementations of matrix multiplication have been proposed, creating a complex design space. This paper studies the efficient MAC implementation of the integer, floating-point, posit, and logarithmic number system (LNS) data formats and Microscaling (MX) and VectorScaled Quantization (VSQ) block data formats. We evaluate the area, power, and numerical accuracy (evaluated as signal-to-quantization noise ratio) of $\mathbf{3 5, 0 0 0}$ MAC designs spanning each data format and several key design parameters such as the inner product size and accumulation width. We find that for the same numerical accuracy, pareto optimal MAC designs with emerging data formats (LNS16, MXINT8, VSQINT4) achieve $1.8 \times 2.2 \times$, and $1.9 \times$ TOPs/W improvement compared to FP16, FP8, and FP4 dot product implementations.","dblp","Computer Science","1","https://doi.org/10.1109/DAC63849.2025.11132989","10.1109/DAC63849.2025.11132989","2025-06-22","2026-04-08","","","14","quantization, low-precision, FP8, MX, LLM inference, AI, accelerate, matrix, inference","High"
"doi:10.23919/DATE56975.2023.10136980","","2b9a9f17c90695b54f2ba8e6baf3ec83c029eec3","Optimizing Industrial Applications for Heterogeneous HPC Systems: The OPTIMA Project Intermediate stage","Dimitris Theodoropoulos","2023","DATE","OPTIMA is an SME-driven project (intermediate stage) that aims to port and optimize industrial applications and a set of open-source libraries into two novel FPGA-populated HPC systems. Target applications are from the domain of robotics simulation, underground analysis and computational fluid dy-namics (CFD), where data processing is based on differential equations, matrix-matrix and matrix-vector operations. Moreover, the OPTIMA OPen Source (OOPS) library will support basic linear algebraic operations, sparse matrix-vector arithmetic, as well as computer-aided engineering (CAE) solvers. The OPTIMA target platforms are JUMAX, an HPC system that couples an AMD Epyc Server with Maxeler FPGA-based Dataflow Engines (DFEs), and server-class machines with Alveo FPGA cards in-stalled. Experimental results on applications up to now, show that performance on robotic simulation can be enhanced up to 1.2x, CFD calculations up to 4.7x, and BLAS routines up to 7x compared to optimized software implementations from OpenBLAS.","dblp","Computer Science","1","https://doi.org/10.23919/DATE56975.2023.10136980","10.23919/DATE56975.2023.10136980","2023-04-01","2026-04-08","","","14","SME, dataflow, matrix, vector","High"
"doi:10.23919/DATE58400.2024.10546589","","97ef5e0678ce82a0bc958528dcc7609091bffa26","A Scalable RISC-V Hardware Platform for Intelligent Sensor Processing","Paul Palomero Bernardo","2024","DATE","This paper presents a demonstrator chip for an industrial audio event detection application developed as part of the Scale4Edge project. The project aims at enabling a comprehensive RISC-V based ecosystem to efficiently assemble well-tailored edge devices. The chip is manufactured in Globalfoundries' 22FDX technology and contains a RISC-V CPU with custom Instruction-Set-Architecture Extensions (ISAX) for fast AI and DSP processing, a low power neural network accelerator, and a scalable PLL to fulfill real-time processing requirements. By automated integration of these specialized hardware components, we achieve a speedup of ×2.15 while reducing the power by 27% compared to the unp[ntimized solution.","dblp","Computer Science","4","https://doi.org/10.23919/DATE58400.2024.10546589","10.23919/DATE58400.2024.10546589","2024-03-25","2026-04-08","","","14","RISC-V, CPU, accelerator, custom instruction, AI, neural","High"
"doi:10.23919/DATE64628.2025.10992868","","8339c1fb255dc2dc981e107d7fac8d4db1a8e1e0","Integer Unit-Based Outlier-Aware LLM Accelerator Preserving Numerical Accuracy of FP-FP GEMM","Jehun Lee","2025","DATE","The proliferation of large language models (LLMs) has significantly heightened the importance of quantization to alleviate the computational burden given the surge in the number of parameters. However, quantization often targets a subset of a LLM and relies on the floating-point (FP) arithmetic for matrix multiplication of specific subsets, leading to performance and energy overhead. Additionally, to compensate for the quality degradation incurred by quantization, retraining methods are frequently employed, demanding significant efforts and resources. This paper proposes OwL-P, an outlier-aware LLM inference accelerator which preserves the numerical accuracy of FP arithmetic while enhancing hardware efficiency with an integer (INT)-based arithmetic unit for general matrix multiplication (GEMM), through the use of a shared exponent and efficient management of outlier data. It also mitigates off-chip bandwidth requirements by employing a compressed number format. The proposed number format leverages outliers and shared exponents to facilitate the compression of both model weights and activations. We evaluate this work across 10 different transformer-based benchmarks, and the results demonstrate that the proposed integer-based LLM accelerator achieves an average 2.70x performance gain and 3.57 x energy savings while maintaining the numerical accuracy of the FP arithmetic.","dblp","Computer Science","1","https://doi.org/10.23919/DATE64628.2025.10992868","10.23919/DATE64628.2025.10992868","2025-03-31","2026-04-08","","","14","GEMM, accelerator, quantization, LLM inference, transformer, matrix, inference","High"
"doi:10.23919/DATE64628.2025.10993016","2412.19002","bb3bd8097e299fb4d78a47e21814297974a90b9e","Tempus Core: Area-Power Efficient Temporal-Unary Convolution Core for Low-Precision Edge DLAs","Prabhu Vellaisamy","2025","DATE","The increasing complexity of deep neural networks (DNNs) poses significant challenges for edge inference deployment due to resource and power constraints of edge devices. Recent works on unary-based matrix multiplication hardware aim to leverage data sparsity and low-precision values to enhance hardware efficiency. However, the adoption and integration of such unary hardware into commercial deep learning accelerators (DLA) remain limited due to processing element (PE) array dataflow differences. This work presents Tempus Core, a convolution core with highly scalable unary-based PE array comprising of tub (temporal-unary-binary) multipliers that seamlessly integrates with the NVDLA (NVIDIA's open-source DLA for accelerating CNNs) while maintaining dataflow compliance and boosting hardware efficiency. Analysis across various datapath granularities shows that for INT8 precision in 45nm CMOS, Tempus Core's PE cell unit (PCU) yields 59.3% and 15.3% reductions in area and power consumption, respectively, over NVDLA's CMAC unit. Considering a 16x16 PE array in Tempus Core, area and power improves by 75% and 62%, respectively, while delivering 5x and 4x iso-area throughput improvements for INT8 and INT4 precisions. Post-place and route analysis of Tempus Core's PCU shows that the 16x4 PE array for INT4 precision in 45nm CMOS requires only 0.017mm2 die area and consumes only 6.2mW of total power. We demonstrate that area-power efficient unary-based hardware can be seamlessly integrated into conventional DLAs, paving the path for efficient unary hardware for edge AI inference.","dblp","Computer Science","1","https://doi.org/10.23919/DATE64628.2025.10993016","10.23919/DATE64628.2025.10993016","2024-12-25","2026-04-08","","","14","dataflow, low-precision, INT8, AI inference, edge AI, AI, matrix, neural, deep learning, inference","High"
"doi:10.23919/DATE64628.2025.10993181","","b3e7dac63f0a378bed672c219dd72b55922c3fa2","Assessing Soft Error Reliability in Vectorized Kernels: Vulnerability and Performance Trade-Offs on Arm and RISC-V ISAs","Geancarlo Abich","2025","DATE","The demand for advanced processing capabilities is paramount in the ever-evolving landscape of radiation-resilient computing exploration. With the standardization of vector extensions on Arm and Risc-V ISAs, leading technology companies are adopting high-performance processors to exploit vector capabilities. This work promotes uniform random fault injection techniques to assess the increased vulnerability within the adoption of vector extensions from RISC-V RVV and Arm SVE. The obtained results show the soft error criticality correlation to registers' cross-section and the vectorized benchmarks, emphasizing the necessity of performance and reliability balance in emerging devices with vector capabilities.","dblp","Computer Science","0","https://doi.org/10.23919/DATE64628.2025.10993181","10.23919/DATE64628.2025.10993181","2025-03-31","2026-04-08","","","14","RISC-V, RVV, vector","High"
"doi:10.1109/HPCA61900.2025.00058","2503.06342","6469d40768c248cbec271fec4eb79e7d8e7e7a63","Exploring the Performance Improvement of Tensor Processing Engines through Transformation in the Bit-weight Dimension of MACs","Qizhe Wu","2025","HPCA","General matrix-matrix multiplication (GEMM), serving as a cornerstone of AI computations, has positioned tensor processing engines (TPEs) as increasingly critical components within existing GPUs and domain-specific architectures (DSA). Our analysis identifies that the prevailing architectures primarily focus on dataflow or operand reuse strategies, when considering the combination of matrix multiplication with multiply-accumulator (MAC) itself, it provides greater optimization space for the design of TPEs. This work introduces a novel perspective on matrix multiplication from a hardware standpoint, focusing on the bit-weight dimension of MACs. Through this lens, we propose a finer-grained TPE notation, using matrix triple loops as an example, introducing new methods and ideas for designing and optimizing PE microarchitecture. Based on the new notation and transformations, we propose four optimization techniques that achieve varying degrees of improvement in timing, area, and power consumption. We implement our design in RTL using the SMIC-28nm process. Applying our methods to four classic TPE architectures (include systolic array [20], 3D-Cube [27], multiplier-adder tree [48], and 2D-Matrix [30]), we achieved area efficiency improvements of $1.27 \times, 1.28 \times, 1.56 \times$, and $1.44 \times$, and $1.04 \times, 1.56 \times, 1.49 \times$, and $1.20 \times$ for energy efficiency respectively. When applied to a bit-slice architecture, we achieved a $12.10 \times$ improvement in energy efficiency and $2.85 \times$ in area efficiency compared to Laconic [38]. Our Verilog HDL code, along with timing, area, and power reports for circuit synthesis in URL: https://github.com/wqzustc/High-Performance-Tensor-Processing-Engines.","dblp","Computer Science","1","https://doi.org/10.1109/HPCA61900.2025.00058","10.1109/HPCA61900.2025.00058","2025-03-01","2026-04-08","","","14","tensor, GEMM, systolic array, dataflow, AI, matrix","High"
